Zeit (ns),Daten (Hex)
3545,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043c81f0c4d7240
3555,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011a3666d471d40
3565,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027a326ca68d740
3575,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002a8c05534b8660
3585,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000257fd8ef49d8c0
3595,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013084e7c9ceec0
3605,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013b477bfc81280
3615,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162135a9a57ec0
3625,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022f502d6387a20
3635,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269745ab3ab020
3645,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001d0f2b3bf54820
3655,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031a0bb6cd77400
3665,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000284241fac3f2c0
3675,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019e8606879d900
3685,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032405f2701f9c0
3695,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001dce3342c737e0
3705,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002c8e81ff6589c0
3715,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001f506a815e8700
3725,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031f3bd49b5bae0
3735,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001abec6bc7d9a40
3745,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000275eab004142a0
3755,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026a52d655e8400
3765,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000342142c1ae52a0
3775,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000309d21747cf7a0
3785,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021eadda33b2e40
3795,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001ccad2f1cb4f20
3805,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c9288094796a0
3815,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009d4b5c843525e0
3825,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c23da246e09e0
3835,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003036827b672e60
3845,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031ad321d3b8840
3855,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002e5625ea8a59a0
3865,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001ff4a7278883c0
3875,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002536ba25723fe0
3885,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c3326ad3ebf20
3895,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002329ef48ceeda0
3905,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c3cf185335de0
3915,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000911a709194cb60
3925,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001f06b3102ec140
3935,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021c5fd1bdeb200
3945,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028c24dad36d9a0
3955,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003ff85a6b974f20
3965,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001d0518a8f1cd80
3975,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010963144574240
3985,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003c70febc277be0
3995,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000240c428853bce0
4005,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160bdc2b15c6a0
4015,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002344ed5aae89e0
